Unnamed: 0,Questions,Correct,A,B,C,D
1533,"In June 1812, Napoleon Bonaparte and his Grand Armee suddenly invaded Russia at Nemel. After victories at Smolensk and Borodino, Napoleon managed to conquer Moscow without a fight. It was the start of the end of his army. After Russian refusals to come to terms and a big fire in Moscow, Napoleon was forced to retreat. The retreat turned into a complete disaster when crossing the Berezina river in November 1812. At what place did this crossing take place?
",Studjanka,Borodino,Studjanka,Moscow,Smolensk
910,"Who was the first person in space?
",Yuri Gagarin,Alexey Ivanovich,Alan Shepard,John Glen,Yuri Gagarin
696,"What was the name of Hans Christian Andersens first story which was published in 1822?
",The Ghost at Palnatokes Grave,The Tinder Box,A Journey on Foot from Holmens Canal to the East Point of Amager,The Ghost at Palnatokes Grave,The Princess and the Pea
273,"When keeping a box score of a baseball game, what is the number of the catcher?
",2,1,2,4,3
3680,"In the original version of The Secret Garden singer Marni Nixon did her first  off-screen singing voice. She dubbed the singing voice of which famous actress?
",Margaret OBrien,Deborah Kerr,Margaret OBrien,Susan Hayworth,Faye Hathaway
370,"In 1947 Gregory Peck starred as Phillip Schuyler Green aka Greenberg in this movie about antisemitism in the USA.
",Gentlemans Agreement,Gentlemans Agreement,The Greenberg Affair,The Cabal,Spellbound
2322,"Where did Missouri coach Mike Anderson served as an assistant for a 17-years?
",University of Arkansas,Tulsa,University of Arkansas,University of Alabama at Birmingham,University of Missouri
528,"This group, formed by brothers Attrell and Jarrett Cordes, had a #1 hit in 1991 with the single Set Adrift on Memory Bliss?
",P.M Dawn,P.M Dawn,Digital Underground,Arrested Development,Digable Planets
341,"Francis Marion fought the British in the swamps of South Carolina during the Revolutionary War, using guerrilla tactics, that the communist Vietcong in Vietnam would have understood well. For this Marion was given the following nickname.
",The Swamp Fox,The Swamp Fox,The Yankee Ghost,The Carolina Gamecock,The Fighting Gator
4804,"Which one of these Eurovision winners won the contest three times?
",Johhny Logan,Charlotte Perrelli,Helena Paparizou,Johhny Logan,ABBA
302,"Finish this line from Oscar Wildes play The Importance of Being Earnest: To lose one parent, Mr Worthing, may be regarded as a misfortune; to lose both ................................
",looks like carelessness,is fortunate,is foolish,looks like abandonment,looks like carelessness
144,"The most important prayer in Judaism is called the Shema. What does it affirm?
",Our faith that there is one and only God.,That we will not be moved,Our faith that there is one and only God.,That everyday problems will eventually solve if we have faith,We thank God for delivering us from at least some of our problems
1294,"U. S. President George W. Bush is the son of George H. W. Bush, who served as U.S. President from 1989 to 1993. However, who were the first father and son, who both served as U. S. Presidents?
",John Adams and John Quincy Adams,None of these,John Adams and John Quincy Adams,Theodore Roosevelt and Franklin D. Roosevelt,William Henry Harrison and Benjamin Harrison
4609,"Which one was first to recognize Independence Day?
",Massachusetts,Connecticut,New Jersey,Massachusetts,Pennsylvania
491,"Of the following, which is a British rock band?
",Deep Purple,Purple Night,24 Carat Purple,Purpendicular,Deep Purple
796,"In March 1981, Vivienne Westwood presented her first runway show in London, introducing which famous collection?
",The Pirate Collection,The Situationists Collection,The Pirate Collection,The Seditionary Collection,The Boudoir Collection
88,"The word razzmatazz means this.
",Ambiguous language,Ambiguous language,Gizmo,Knick-knack,Amulet
735,"Pi Day is celebrated by many lovers of the mathematical constant, π, on what date?
",March 14th,May 5th,January 13th,December 3rd,March 14th
742,"On December 7, 1942 the Japanese attacked Pearl Harbor.
",False,True,False,,
337,"Airag is a Turkish semi-soft cheese made from what milk?
",Mare milk,Mare milk,Goat milk,Cow milk,Yak milk
305,"Which one of these #1 hits was the first to reach the #1 spot on the Billboard Hot 100?
",Sir Mix-A-Lot  - Baby Got Back,Seal - Kiss from a Rose,Sir Mix-A-Lot  - Baby Got Back,TLC - Creep,S.W.V - Weak
1172,"Cloning, the process of creating an identical copy of an organism, is only attainable by artificial means.
",False,False,True,,
1390,"What is the name of Frans food-loving mother in the TV series The Nanny?
",Sylvia Fine,Sylvia Fine,Kitty Montgomery,Joyce Summers,Frida Fine
2284,"Who was the first person to reach both the North and South Poles?
",Roald Amundsen,Roald Amundsen,Robert Falcon Scott,Robert Peary,Ernest Shackleton
5104,"What 70s punk icon played drums with Siouxsie and The Banshees at their first show?
",Sid Vicious,Sid Vicious,Iggy Pop,Johnny Rotten,Filthy Animal
4838,"Which of the following bands features Simone Simons on their song Web of Lies?
",Ayreon,Visions of Atlantis,Leaves Eyes,Sirenia,Ayreon
157,"Little Rock is the capital and most populous city of this US state.
",Arkansas,Arkansas,Wichita,Kansas,Topeka
4670,"What was the real name of Skipper, a character, played by Alan Hale Jr. on the TV series Gilligans Island?
",Jonas Grumby,Skip Grover,Jonas Grumby,Roy Hinkley,Bob Denver
2132,"This drama is set in 1952 and is listed as the 4th best sports film of all time by the American Film Institute.
",Hoosiers,Field of Dreams,Rudy,Rocky,Hoosiers
418,"In the song, Jane Said by rock band, Janes Addiction, what affliction is Jane suffering from?
",Heroin Addiction,Crystal Meth Addiction,Severe Depression,Heroin Addiction,Breast Cancer
3343,"The Fight for the Future Begins was the tag line for which movie?
",The Matrix,The Matrix,Saving Private Ryan,Lord Of The Rings : Return Of The King,Terminator
599,"This future general joined the German army in 1910. After winning awards for bravery in World War I, he taught in military academies. Accusations of high treason drove him to suicide in 1944.
",Erwin Rommel,Erich Probst,Erwin Rommel,Heinrich Himmler,Adolf Hitler
4280,"What is the meaning of Lucass tattoo in the TV series One Tree Hill?
",Fun,Fun,Lazy,Happy,Hot
199,"A man walked into a bar and sat down next to a man with a dog at his feet. Does your dog bite? he asked. No. A few minutes later the dog took a huge chunk out of the mans leg. I thought you said your dog doesnt bite! he said indignantly. The other guy replied, __________________
",Thats not my dog.,Thats not my dog.,April Fool,Guess your feet stink.,It smelled too good to pass up.
190,"There are many different theories of how the Milky Way galaxy was born.
",True,True,False,,
3224,"What does the term browning refer to in cooking?
",All of these,All of these,Caramelization,Removing excess fat from meat by heating,Maillard reaction
1299,"Which tall tower in Malaysia, built in 1995, is a place for annual races up the stairs to the top?
",Menara Kuala Lumpur,Endesa Termic,Tashkent Tower,Menara Kuala Lumpur,Liberation Tower
571,"The second video to air on MTV at its start on August 1, 1981 belonged to which artist or group?
",Pat Benatar,Robert Palmer,Pat Benatar,Dire Straits,Wang Chung
975,"We get no shelter when it rains. All we got is Yankee brains is part of the lyrics from the ballad Swamp Fox.
",True,False,True,,
644,"The suffix -itis refers to what condition?
",inflammation,bleeding,deficiency,enlargement,inflammation
591,"In which city was the Shinsengumi group founded?
",Kyoto,Kyoto,Tokyo,Nagasaki,Osaka
5207,"When TV characters Don Craig and Marlena Evans first met, she refused to go out with him because she thought he was in love with another woman.
",True,True,False,,
250,"How many years does the winner of the Miss America Pageant hold the Miss America title?
",1,2,4,1,She is Miss America for the rest of her life.
1669,"The 9th biggest country in the world, with a territory of 2,717,300 sq. km (1,049,155 sq. miles). This country appeared in the movies Air Force One (starring Harrison Ford), The World is Not Enough (James Bond), and Rollerball (with Jean Reno).  Its capital is Astana.
",Kazakhstan,Georgia,Ukraine,Kazakhstan,Kyrgyzstan
825,"In 1927, Duke Ellington and his band, The Washingtonians were offered a permanent job at which famous Harlem club?
",The Cotton Club,The Hollywood Club,The Cotton Club,The Savoy Ballroom,The Apollo
565,"They can be hinge, movable, immovable, semi-movable, or ball-and-socket. What are they?
",Joints,Joints,Bolts,Hardware for carpentry,Joists
2482,"Which of the following facilities is not present in the Vatican City?
",Airport,Internet TLD,Railway,Television centre,Airport
1435,"Which of these films does not tell the story of a real life teacher?
",The Principal,Stand and Deliver,Dangerous Minds,The Principal,The Ron Clark Story
1598,"In The Wedding Singer, Adam Sandlers character told his ex-fiancee Linda to take off what bands T-shirt before she jinxed it and broke up the band?
",Van Halen,Twisted Sister,Night Ranger,Van Halen,Blue Oyster Cult
411,"In the game Super Mario Kart, what does the mushroom item do to the racer?
",gives the racer a short burst of speed,poisons the racer so they cant steer correctly,gives the racer a short burst of speed,makes the racer large to run over other racers,slows the racer so they dont go as fast
1097,"Where is the movie The Pursuit of Happyness set?
",in the San Francisco area,in the Seattle  area,in the San Francisco area,in the Denver area,in the Los Angeles area
4869,"What character did Stephen Gately play in the stage musical Chitty Chitty Bang Bang?
",The Child Catcher,Caractacus Potts,The Toymaker,Baron Bomburst,The Child Catcher
2356,"Which of the following is among David Copperfields illusions?
",All of these,Making the Statue of Liberty disappear,Walking through the Great Wall of China,All of these,Levitating over the Grand Canyon
1136,"What is the next number in this sequence: 4, 6, 8, 9, 10, 12, 14, 15, 16, 18, 20?
",21,21,23,22,15
5114,"What year did the Newhart Show go off the air?
",1978,1977,1979,1980,1978
1487,"What city was the capital of the ancient kingdom of Macedon when Alexander the Great was born?
",Pella,Sparta,Pharos,Troy,Pella
2705,"Which of these cyclists has the most Tour De France wins?
",Lance Armstrong,Jacques Anquetil,Eddie Merckx,Bernard Hinault,Lance Armstrong
192,"Who played the role of Thelma Lou on 1960s CBS series, The Andy Griffith Show?
",Betty Lynn,Cindy Brady,Helen Crump,Betty Lynn,Tina Louise
564,"Which of these stories is not part of the childrens series The Mad Scientists Club?
",The Penultimate Peril,The Unidentified Flying Man of Mammoth Falls,The Voice in the Chimney,The Penultimate Peril,The Strange Sea Monster of Strawberry Lake
1186,"On May 14, 1904, the first Olympic Games to be held in the U.S. opened in what city?
",St. Louis,St. Louis,Chicago,Los Angeles,Lake Placid
824,"What are the colors of the national flag of Sweden?
",Blue and yellow,Blue and yellow,White and blue,White and red,Red and yellow
543,"In 1596, navigator Cornelis de Houtman set  foot on the shore of  what future colonial possession?
",Dutch East Indies (Indonesia),Dutch East Indies (Indonesia),New Netherlands (North America),Ceylon (Shri Lanka),Surinam (Dutch Guyana)
2849,"Before graduating high school Tom contemplated becoming this.
",Priest,Sports Coach,Priest,Actor,Teacher
2400,"What is the largest country on the planet in terms of territory?
",Russia,Russia,Australia,Peoples Republic of China,United States
1054,"Where did General Mark Wayne Clark die?
","Charleston, South Carolina, USA","Charleston, South Carolina, USA","London, England","Munich, Germany","Naples, Italy"
2486,"What caused the Air India Flight 182 crash on June 23, 1985, when 329 people passed away?
",Bomb explosion on board,Miscalculation of the altitude,One of the pilots had a heart attack,Engine malfunction,Bomb explosion on board
41,"In what year did J.K. Rowling receive an OBE (Order of the British Empire) from the Queen of England?
",2000,1999,None of these,2000,2001
2575,"What term means fear of skin diseases?
",Dermatosiophobia,Dextrophobia,Dermatosiophobia,Dermatophobia,Dentophobia
1761,"About how many people visited Mount Rushmore in 2004?
","2,000,000","750,000","2,000,000","1,000,000","5,000,000"
280,"n you call a dog, he comes right over to you. When you call a cat, she________________.
",takes a message,climbs the curtains,runs away from you,thinks its dinner time,takes a message
